ID,Usuario,CUIL_Cliente,Fecha,Caso,Descripción,Estado,Prioridad,Tipo de Riesgo,Canal de Detección,Monto Sospechoso (ARS),Observaciones
1080,analista2,32048401016,2024-03-18,CASO-01080,Saepe dolore fuga.,En revisión,Media,Transaccional,App Móvil,603398,Animi recusandae fuga nihil.
1081,analista3,52583905929,2024-03-19,CASO-01081,Nemo laborum numquam voluptatibus minima excepturi.,En revisión,Media,Transaccional,Correo Electrónico,1046385,Quam ut accusamus beatae.
1082,analista2,73867147003,2024-03-23,CASO-01082,Voluptatum pariatur illum.,Pendiente,Alta,Ingeniería Social,App Móvil,587362,Nam laborum possimus.
1083,analista2,9782828915,2024-03-12,CASO-01083,Perferendis perspiciatis ipsa voluptatum.,Finalizado,Alta,Transaccional,Web Corporativa,895674,Voluptate laudantium sint.
1084,analista2,52714275893,2024-03-20,CASO-01084,Natus doloribus earum.,Finalizado,Baja,Dispositivo Nuevo,Web Corporativa,638504,Officia tempora numquam sit.
1085,analista3,49258296979,2024-03-26,CASO-01085,Illum velit reiciendis.,En revisión,Alta,Transaccional,App Móvil,949594,Dolores corrupti debitis.
1086,analista1,54458222371,2024-03-02,CASO-01086,Delectus numquam sapiente eveniet voluptates tenetur.,En revisión,Alta,Dispositivo Nuevo,Banca Web,569574,Commodi est facere nihil.
1087,analista1,72785508952,2024-03-20,CASO-01087,Vitae tempora laboriosam.,Finalizado,Baja,Transaccional,Correo Electrónico,1088420,Error a itaque ipsam.
1088,analista1,50920688746,2024-03-02,CASO-01088,Mollitia porro qui nisi iusto sequi.,Pendiente,Alta,Acceso Ilegítimo,Correo Electrónico,852949,Cum cupiditate doloribus.
1089,analista2,72595565763,2024-03-16,CASO-01089,Itaque perspiciatis aliquam amet suscipit.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,320633,Delectus ad cupiditate quam.
1090,analista1,83882105375,2024-03-02,CASO-01090,Ea placeat aliquid.,Finalizado,Media,Dispositivo Nuevo,Banca Web,444565,Ea commodi tenetur autem.
1091,analista2,61210297799,2024-03-13,CASO-01091,Et ab praesentium rerum aliquid quas.,Pendiente,Media,Acceso Ilegítimo,App Móvil,679578,Ducimus ab veritatis.
1092,analista3,83737182623,2024-03-11,CASO-01092,Sunt aliquid incidunt dolores.,Finalizado,Baja,Acceso Ilegítimo,Correo Electrónico,312576,Atque quas quasi in et.
1093,analista2,77298753423,2024-03-24,CASO-01093,Et cupiditate inventore fugiat tempore aliquid.,Finalizado,Alta,Ingeniería Social,Banca Web,469438,Neque laudantium perferendis.
1094,analista3,86062711672,2024-03-06,CASO-01094,Cumque maiores culpa minus voluptas porro.,Finalizado,Alta,Acceso Ilegítimo,App Móvil,629817,Sunt nihil enim qui omnis.
1095,analista3,48223995819,2024-03-16,CASO-01095,Magni molestiae voluptatum id excepturi.,Finalizado,Alta,Dispositivo Nuevo,App Móvil,489743,Voluptas dicta eaque.
1096,analista3,43333321864,2024-03-26,CASO-01096,Amet ullam modi.,En revisión,Media,Ingeniería Social,Correo Electrónico,881681,Dolores explicabo aspernatur.
1097,analista2,99493263720,2024-03-27,CASO-01097,Culpa ducimus temporibus doloribus.,Finalizado,Media,Ingeniería Social,Banca Web,416523,Ullam voluptatem dolor qui.
1098,analista3,7652023876,2024-03-11,CASO-01098,Modi cum ab iusto aliquam cumque.,Finalizado,Alta,Ingeniería Social,Web Corporativa,1123316,Neque earum voluptate.
1099,analista1,40586342515,2024-03-17,CASO-01099,Accusamus quos quidem reiciendis.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,354561,A fugiat suscipit.
1100,analista2,69756924223,2024-03-08,CASO-01100,Quis asperiores doloribus.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,126208,Aut totam assumenda officia.
1101,analista2,31264627912,2024-04-27,CASO-01101,Sunt ut animi architecto accusantium officia.,Finalizado,Alta,Ingeniería Social,Web Corporativa,1040706,Error amet ut perferendis.
1102,analista3,12626238701,2024-04-12,CASO-01102,Sequi sit facere.,En revisión,Alta,Ingeniería Social,Banca Web,163322,Ipsa dolor deleniti.
1103,analista2,39515938710,2024-04-12,CASO-01103,Fuga eligendi consectetur explicabo quasi.,Finalizado,Alta,Dispositivo Nuevo,Banca Web,1011037,Cupiditate id harum quos.
1104,analista1,43304269970,2024-04-13,CASO-01104,Ipsa quisquam accusamus impedit.,Pendiente,Alta,Transaccional,Web Corporativa,474964,Atque ducimus quas quibusdam.
1105,analista2,93851265239,2024-04-07,CASO-01105,Pariatur hic doloremque.,En revisión,Alta,Acceso Ilegítimo,Correo Electrónico,127349,Dolores est eum perferendis.
1106,analista2,99868862486,2024-04-22,CASO-01106,Dicta perferendis ad nesciunt perferendis.,Pendiente,Alta,Transaccional,Banca Web,457159,Nulla ex dolorem dolore.
1107,analista2,92149704511,2024-04-04,CASO-01107,Dolore quos totam voluptatibus quis.,En revisión,Baja,Transaccional,Correo Electrónico,1000971,Sit occaecati culpa est.
1108,analista3,5145951350,2024-04-25,CASO-01108,Numquam eligendi quidem deleniti mollitia minus.,Finalizado,Alta,Transaccional,App Móvil,995827,Beatae ad fuga quos.
1109,analista1,35731804800,2024-04-27,CASO-01109,Doloremque sequi occaecati.,En revisión,Baja,Acceso Ilegítimo,Web Corporativa,911968,Sit quae debitis dolor omnis.
1110,analista3,5751273297,2024-04-12,CASO-01110,Itaque distinctio tenetur.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,1182600,Sint dolorem aut.
1111,analista2,19711386216,2024-04-11,CASO-01111,Ipsa quae consectetur labore ut consequuntur.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,141642,Temporibus quis nam.
1112,analista2,95495338228,2024-04-19,CASO-01112,Voluptates officia ipsum tempore.,En revisión,Alta,Transaccional,Correo Electrónico,382833,Fuga omnis beatae.
1113,analista3,51535726817,2024-04-05,CASO-01113,Et corporis recusandae incidunt nobis nulla animi.,En revisión,Media,Transaccional,App Móvil,788494,Magnam natus eius deleniti.
1114,analista3,210322350,2024-04-14,CASO-01114,Illo necessitatibus excepturi in natus exercitationem.,Pendiente,Baja,Transaccional,App Móvil,107375,Non animi nobis quisquam.
1115,analista1,44094823365,2024-04-05,CASO-01115,Deleniti placeat eaque deleniti eum nesciunt.,Pendiente,Media,Dispositivo Nuevo,Banca Web,1134839,Odio ratione optio.
1116,analista3,37114687335,2024-04-13,CASO-01116,Enim quod vero quos.,Finalizado,Media,Ingeniería Social,Web Corporativa,1164768,Sit possimus incidunt enim.
1117,analista2,64214289021,2024-04-11,CASO-01117,Eos iure consectetur.,En revisión,Media,Dispositivo Nuevo,App Móvil,269487,Reiciendis impedit vel dicta.
1118,analista1,7164308417,2024-04-06,CASO-01118,Doloribus quaerat adipisci.,En revisión,Media,Transaccional,Web Corporativa,873890,Exercitationem a dolorem.
1119,analista2,29822195191,2024-04-05,CASO-01119,Dolorem pariatur id deleniti.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,99428,Dolor deleniti velit quis.
1120,analista3,27292522720,2024-04-16,CASO-01120,Cum libero incidunt quibusdam voluptates.,Finalizado,Baja,Acceso Ilegítimo,Banca Web,317611,Occaecati quae animi animi.
1121,analista2,62650632157,2024-04-09,CASO-01121,Ullam ipsa explicabo.,Finalizado,Alta,Acceso Ilegítimo,Banca Web,629278,Optio illum sunt illo.
1122,analista2,93529237439,2024-04-14,CASO-01122,Quidem officiis est.,Finalizado,Media,Ingeniería Social,Correo Electrónico,490407,Quod consectetur ipsam unde.
1123,analista1,58167479448,2024-04-14,CASO-01123,Ducimus voluptatem amet consectetur nisi neque.,Pendiente,Alta,Ingeniería Social,Banca Web,146993,Mollitia commodi magnam.
1124,analista3,76386053000,2024-04-22,CASO-01124,Similique nulla quisquam.,Finalizado,Alta,Dispositivo Nuevo,Banca Web,142229,Dolor reiciendis sunt eius.
1125,analista1,74861075926,2024-04-21,CASO-01125,Ipsum omnis recusandae.,Pendiente,Media,Transaccional,Banca Web,258353,Esse fuga perspiciatis ea in.
1126,analista3,74536147058,2024-04-25,CASO-01126,Facilis accusamus vel minima alias maiores.,Pendiente,Media,Ingeniería Social,Web Corporativa,841999,Culpa veniam dolore.
1127,analista3,45839762849,2024-04-04,CASO-01127,Mollitia aut optio corporis natus reprehenderit.,En revisión,Alta,Acceso Ilegítimo,Web Corporativa,320418,Veritatis itaque ad maxime.
1128,analista3,45096266465,2024-04-21,CASO-01128,Cumque consequatur enim dolores voluptate illo.,Finalizado,Alta,Transaccional,Web Corporativa,232413,Nesciunt possimus minima aut.
1129,analista1,94455908595,2024-04-07,CASO-01129,Ex ab consectetur.,Pendiente,Media,Dispositivo Nuevo,Correo Electrónico,1169533,Non fuga numquam fugiat ex.
1130,analista2,73825816004,2024-04-25,CASO-01130,Amet dignissimos quasi modi.,En revisión,Media,Transaccional,App Móvil,257359,Pariatur fugiat velit.
1131,analista3,71926506442,2024-04-15,CASO-01131,Aspernatur officiis consequuntur tenetur enim deserunt magni.,Pendiente,Baja,Dispositivo Nuevo,Banca Web,265583,Consectetur illo autem quasi.
1132,analista3,87691443166,2024-04-24,CASO-01132,Nemo reprehenderit ratione nostrum incidunt at.,En revisión,Baja,Acceso Ilegítimo,Banca Web,630344,Pariatur dolore quasi.
1133,analista3,38402242731,2024-04-14,CASO-01133,Facilis sapiente id vel.,Finalizado,Baja,Transaccional,Web Corporativa,950860,Maxime quis dolore ipsum.
1134,analista3,40190431165,2024-04-05,CASO-01134,Enim similique animi reprehenderit.,En revisión,Media,Acceso Ilegítimo,App Móvil,425918,Explicabo fugit enim.
1135,analista1,19928049458,2024-04-08,CASO-01135,At quisquam magni.,Finalizado,Media,Ingeniería Social,Correo Electrónico,799008,Repudiandae vel ducimus.
1136,analista2,86607682782,2024-04-01,CASO-01136,Ex non distinctio facere illo dolor.,Pendiente,Media,Ingeniería Social,App Móvil,733294,Fuga totam vitae.
1137,analista1,20977845254,2024-04-03,CASO-01137,Corporis dignissimos nemo incidunt.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,653504,Ullam illo consequuntur enim.
1138,analista1,95520409097,2024-04-16,CASO-01138,Doloribus enim praesentium inventore.,Pendiente,Media,Acceso Ilegítimo,Banca Web,438932,Temporibus repellat odit.
1139,analista3,34028046395,2024-04-24,CASO-01139,Tenetur quod vel voluptate a.,Finalizado,Alta,Dispositivo Nuevo,Web Corporativa,254437,Dicta ea ipsum nesciunt.
1140,analista1,84342332526,2024-04-24,CASO-01140,Ducimus ipsum hic vel fugiat cumque.,En revisión,Alta,Ingeniería Social,App Móvil,424569,Ducimus quia unde soluta.
1141,analista1,49622394202,2024-04-26,CASO-01141,Quae sequi soluta at.,En revisión,Media,Acceso Ilegítimo,App Móvil,155880,Blanditiis repudiandae nisi.
1142,analista3,32222731095,2024-04-25,CASO-01142,Sapiente molestiae dolore.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,336553,Incidunt distinctio natus.
1143,analista2,32149266827,2024-04-08,CASO-01143,Natus at aliquid iure.,Pendiente,Alta,Dispositivo Nuevo,App Móvil,878709,Illum vero expedita.
1144,analista3,54090995157,2024-04-12,CASO-01144,Quibusdam fugiat veritatis aspernatur eius necessitatibus.,En revisión,Media,Dispositivo Nuevo,Correo Electrónico,566228,Ducimus vitae aut.
1145,analista1,89103048295,2024-05-05,CASO-01145,Ab odit harum.,En revisión,Alta,Transaccional,App Móvil,199293,Incidunt quas aperiam.
1146,analista1,96746750437,2024-05-11,CASO-01146,Tempore occaecati ipsum aliquid.,En revisión,Baja,Dispositivo Nuevo,Web Corporativa,371248,Assumenda nostrum qui.
1147,analista1,74482804545,2024-05-25,CASO-01147,Quam tempore dolore.,Pendiente,Baja,Acceso Ilegítimo,Web Corporativa,1168186,Ad tenetur blanditiis fugit.
1148,analista3,29325760447,2024-05-09,CASO-01148,Doloremque nostrum temporibus.,Finalizado,Baja,Ingeniería Social,Web Corporativa,247251,Eveniet non vitae amet.
1149,analista2,70925269438,2024-05-12,CASO-01149,Consequuntur veritatis voluptatum molestias aliquam.,En revisión,Alta,Transaccional,Banca Web,638473,Ab nisi perspiciatis veniam.
1150,analista1,7050903391,2024-05-26,CASO-01150,Repellendus eaque voluptate consequatur at.,Pendiente,Alta,Acceso Ilegítimo,App Móvil,1078719,Repellat vero ab cum ipsam.
1151,analista2,85580453470,2024-05-13,CASO-01151,Ut aliquid quos aperiam facilis.,Finalizado,Alta,Acceso Ilegítimo,Correo Electrónico,404013,Harum nesciunt sunt mollitia.
1152,analista1,20146473371,2024-05-07,CASO-01152,Soluta voluptatibus itaque molestiae.,Pendiente,Alta,Acceso Ilegítimo,Web Corporativa,1131928,Totam minus eveniet.
1153,analista1,23473666389,2024-05-22,CASO-01153,Expedita vero impedit a.,Pendiente,Media,Ingeniería Social,Correo Electrónico,723084,Eaque praesentium voluptates.
1154,analista1,78775861867,2024-05-21,CASO-01154,Nihil quod modi non suscipit.,En revisión,Baja,Transaccional,Banca Web,776181,Accusamus ex quia.
1155,analista2,78373383034,2024-05-04,CASO-01155,Architecto reprehenderit amet.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,554945,Eius voluptate natus.
1156,analista1,53474689985,2024-05-17,CASO-01156,Amet tempora quisquam quasi ullam debitis.,Finalizado,Media,Acceso Ilegítimo,Correo Electrónico,664529,Voluptas molestiae fugit.
1157,analista1,9830729894,2024-05-25,CASO-01157,Molestias ipsam illum eaque dolore neque.,Finalizado,Alta,Ingeniería Social,Correo Electrónico,51634,Nam eveniet perferendis rem.
1158,analista1,21939079591,2024-05-04,CASO-01158,Maxime quasi animi vitae ab maiores.,En revisión,Alta,Dispositivo Nuevo,Correo Electrónico,307779,Fuga unde dolore voluptatum.
1159,analista3,4646317130,2024-05-24,CASO-01159,Sint dolor minima.,En revisión,Media,Dispositivo Nuevo,Banca Web,1139794,Eius deleniti minus saepe.
1160,analista2,79155671292,2024-05-22,CASO-01160,Officiis suscipit fugit porro nemo.,Finalizado,Media,Acceso Ilegítimo,Correo Electrónico,749516,Quo veritatis deleniti fuga.
1161,analista3,36748122900,2024-05-25,CASO-01161,Doloremque nulla sunt cumque.,Pendiente,Baja,Transaccional,Correo Electrónico,373829,Vero maiores nam ut quis.
1162,analista2,70007736743,2024-05-16,CASO-01162,Ipsa officiis unde.,En revisión,Baja,Ingeniería Social,Correo Electrónico,551836,Illo magni maiores.
1163,analista3,54737188882,2024-05-09,CASO-01163,Autem perspiciatis est est fuga dolore.,Pendiente,Alta,Transaccional,Web Corporativa,438739,Unde at voluptate magnam ex.
1164,analista1,22540692588,2024-05-23,CASO-01164,Nam labore porro ullam saepe praesentium.,En revisión,Alta,Transaccional,App Móvil,565653,Sequi corrupti modi optio.
1165,analista2,24579295988,2024-05-25,CASO-01165,Ipsum est repellat.,En revisión,Baja,Ingeniería Social,Web Corporativa,702596,Nostrum magni earum.
1166,analista3,29662611331,2024-05-25,CASO-01166,Ipsam voluptatem fuga porro deserunt quam.,En revisión,Media,Ingeniería Social,Banca Web,1074990,Inventore deleniti rerum.
1167,analista1,84074682608,2024-05-09,CASO-01167,In doloremque illo dignissimos.,En revisión,Media,Ingeniería Social,App Móvil,1012801,Enim illum praesentium quo.
1168,analista2,66065265190,2024-05-06,CASO-01168,Impedit aspernatur reprehenderit perspiciatis est.,Finalizado,Alta,Transaccional,App Móvil,819395,Officia amet vero.
1169,analista3,58952952511,2024-05-23,CASO-01169,Labore vero asperiores recusandae maiores aliquid.,Pendiente,Baja,Ingeniería Social,Correo Electrónico,439602,Aliquam ducimus consequuntur.
1170,analista2,39366851687,2024-05-23,CASO-01170,Eligendi maiores incidunt nemo est nisi.,En revisión,Alta,Transaccional,Correo Electrónico,93932,Rem nisi commodi amet.
1171,analista1,18155225792,2024-05-02,CASO-01171,Necessitatibus iusto sequi nulla saepe.,Finalizado,Alta,Transaccional,Web Corporativa,181678,In illum neque.
1172,analista2,35826827894,2024-05-07,CASO-01172,Reiciendis delectus nisi.,Pendiente,Media,Transaccional,App Móvil,363229,Illum hic veritatis.
1173,analista2,52394369475,2024-05-11,CASO-01173,Nulla tempore corporis quis.,En revisión,Baja,Ingeniería Social,Banca Web,684342,Quis eius ea.
1174,analista1,99906024093,2024-05-12,CASO-01174,Odio ratione amet numquam.,En revisión,Baja,Transaccional,Correo Electrónico,859954,Ipsam mollitia unde dicta.
1175,analista2,75350259089,2024-05-27,CASO-01175,Ad quas repudiandae.,Finalizado,Media,Ingeniería Social,Banca Web,181707,Libero eligendi dolor.
1176,analista2,1259683288,2024-05-03,CASO-01176,Illum a dolor culpa magni vitae.,Finalizado,Baja,Transaccional,Banca Web,1192793,Esse molestias dolor ipsa.
1177,analista2,85699170183,2024-05-08,CASO-01177,Non sunt accusamus.,Finalizado,Media,Transaccional,Banca Web,425270,Perspiciatis est libero.
1178,analista2,44269330473,2024-05-22,CASO-01178,Iste totam hic eveniet.,Pendiente,Alta,Ingeniería Social,Correo Electrónico,109158,Enim illum enim ducimus.
1179,analista1,82066506904,2024-05-28,CASO-01179,Officia dolorum quisquam repellendus.,Finalizado,Media,Acceso Ilegítimo,App Móvil,555444,Assumenda aliquid molestiae.
1180,analista1,81528883301,2024-05-25,CASO-01180,Deleniti quia voluptatem eaque adipisci.,Finalizado,Baja,Transaccional,Web Corporativa,1119912,Natus laborum recusandae.
1181,analista3,8797277994,2024-05-17,CASO-01181,Rerum dolore eaque.,En revisión,Alta,Dispositivo Nuevo,App Móvil,881092,Ut accusamus provident a.
1182,analista1,38156352125,2024-05-18,CASO-01182,Ducimus earum voluptatum excepturi alias qui.,En revisión,Baja,Dispositivo Nuevo,Correo Electrónico,1190302,Inventore sunt iusto eaque.
1183,analista2,30250570982,2024-05-23,CASO-01183,Sit minima alias.,En revisión,Baja,Acceso Ilegítimo,App Móvil,704541,Eaque nesciunt aliquid.
1184,analista1,10637697677,2024-05-19,CASO-01184,Eveniet consequuntur earum.,Finalizado,Baja,Ingeniería Social,Web Corporativa,1113380,Error beatae commodi ipsa.
1185,analista2,29346273672,2024-05-02,CASO-01185,Blanditiis vel veritatis.,Pendiente,Media,Acceso Ilegítimo,Banca Web,423003,Asperiores at dolorum.
1186,analista3,13386842935,2024-05-22,CASO-01186,Ex et velit.,Pendiente,Baja,Transaccional,Web Corporativa,137222,Quod totam provident tenetur.
1187,analista3,9578494531,2024-05-12,CASO-01187,Adipisci dolorum optio aliquid nisi repellat.,Pendiente,Baja,Acceso Ilegítimo,Correo Electrónico,574745,Ut similique illum ratione.
1188,analista1,87413860223,2024-05-26,CASO-01188,Aliquam ex aut ab architecto.,Pendiente,Baja,Ingeniería Social,App Móvil,327183,Quae nulla harum velit.
1189,analista2,97930226515,2024-05-20,CASO-01189,Odio consequatur non dolore.,En revisión,Media,Acceso Ilegítimo,App Móvil,1194856,Est dicta expedita similique.
1190,analista1,28490115010,2024-05-11,CASO-01190,Repellat quis provident eaque.,Finalizado,Alta,Dispositivo Nuevo,App Móvil,774706,Non libero est modi.
1191,analista1,37879954629,2024-05-21,CASO-01191,Et officiis nemo dignissimos earum.,Finalizado,Alta,Acceso Ilegítimo,Web Corporativa,818944,Quidem illo ipsum a.
1192,analista3,61539428578,2024-05-05,CASO-01192,Recusandae esse impedit cum possimus.,Finalizado,Baja,Transaccional,Web Corporativa,562851,Ea natus fuga nam.
